,sentence,nmb_sent,author,title
0,.,1,Евгений Кукаркин,А был ли мальчик?
1,.,2,Евгений Кукаркин,А был ли мальчик?
2,.,3,Евгений Кукаркин,А был ли мальчик?
3,ПРОЛОГ.. .,4,Евгений Кукаркин,А был ли мальчик?
4,.,5,Евгений Кукаркин,А был ли мальчик?
5,Я  -  заключенный.,6,Евгений Кукаркин,А был ли мальчик?
6,Сижу  в  колонии  строгого режима вместе со всякими.,7,Евгений Кукаркин,А был ли мальчик?
7,"подонками, полуподонками и, искалеченными душой, нормальными людьми и считаю.",8,Евгений Кукаркин,А был ли мальчик?
8,дни до выхода на волю.,9,Евгений Кукаркин,А был ли мальчик?
9,"Местная сволочь, долго пыталась разобраться за что  я. сижу.",10,Евгений Кукаркин,А был ли мальчик?
10,"Наконец,  решив, что я отравитель, сделала мне для начала ""темную"", а. потом отстала, так как таких заключенных,  которые  отправили  на  тот  свет.",11,Евгений Кукаркин,А был ли мальчик?
11,"многих граждан СССР, здесь полно..      Здесь  я  -  лошадь,  это  значит-  вся грязная работа достается париям.",12,Евгений Кукаркин,А был ли мальчик?
12,"колонии, таким  отходам,  как  я.  Здесь  есть  и  элитная  погань,  которой.",13,Евгений Кукаркин,А был ли мальчик?
13,достаются привилегированные рабочие места и деньги с ободранных лошадей.. .,14,Евгений Кукаркин,А был ли мальчик?
