,sentence,nmb_sent,author,title
0,           Азиз  принес  тухлый чай  и одним рывком вылил  все  ведро на пол.  Мне захотелось отвернуться  -  уж  больно  старательно  выполнял он  свои  новые обязанности.,1,Татьяна Воловельская,Последний день Рамадана
1,"Азиз, - вымученно  улыбнулся ему Сахид, - хабиби, знаешь, где находится Малая Брейха?",2,Татьяна Воловельская,Последний день Рамадана
2,Ана?,3,Татьяна Воловельская,Последний день Рамадана
3,"-  переспросил  мальчик  по-арабски,  беспомощно  крутя  головой.",4,Татьяна Воловельская,Последний день Рамадана
4,Английский в местных школах почти не учат.,5,Татьяна Воловельская,Последний день Рамадана
5,Да.,6,Татьяна Воловельская,Последний день Рамадана
6,Нет.,7,Татьяна Воловельская,Последний день Рамадана
7,"То есть я не знать, господина, где Малая Брейха.",8,Татьяна Воловельская,Последний день Рамадана
8,"Черт с ним, сходи в Адун Алейла, достань нам папирос.",9,Татьяна Воловельская,Последний день Рамадана
9,Мне стало неловко.,10,Татьяна Воловельская,Последний день Рамадана
10,"Азиз уже бегал в Адун раз пять - за питой, за мясом, за  финиками  и прочей снедью,  которая  лежала  за  рыжим  мешком  Сахида в подвале... Я хотел намекнуть своему другу, что пора прекращать это форменное издевательство, но промолчал.",11,Татьяна Воловельская,Последний день Рамадана
