,sentence,nmb_sent,author,title
0,.,1,Павел Кайский,"Сны наяву или ад, похожий на рай"
1,.,2,Павел Кайский,"Сны наяву или ад, похожий на рай"
2,"""Сновидение является продуктом психической деятельности самого видящего.",3,Павел Кайский,"Сны наяву или ад, похожий на рай"
3,"сон""..      Зигмунд Фрейд.",4,Павел Кайский,"Сны наяву или ад, похожий на рай"
4,.,5,Павел Кайский,"Сны наяву или ад, похожий на рай"
5,"""Война-мать наша"".",6,Павел Кайский,"Сны наяву или ад, похожий на рай"
6,Эрнст Юнгер.,7,Павел Кайский,"Сны наяву или ад, похожий на рай"
7,.,8,Павел Кайский,"Сны наяву или ад, похожий на рай"
8,"""Помни войну"".",9,Павел Кайский,"Сны наяву или ад, похожий на рай"
9,Адмирал Макаров.,10,Павел Кайский,"Сны наяву или ад, похожий на рай"
10,.,11,Павел Кайский,"Сны наяву или ад, похожий на рай"
11,I. .,12,Павел Кайский,"Сны наяву или ад, похожий на рай"
12,"""Все в  порядке.",13,Павел Кайский,"Сны наяву или ад, похожий на рай"
13,Все  более  чем в  порядке!,14,Павел Кайский,"Сны наяву или ад, похожий на рай"
14,""",-  убеждал себя  идущий.",15,Павел Кайский,"Сны наяву или ад, похожий на рай"
15,размеренным  шагом   вдоль  многоэтажки  молодой  человек.,16,Павел Кайский,"Сны наяву или ад, похожий на рай"
16,Рядом  с  нужным.,17,Павел Кайский,"Сны наяву или ад, похожий на рай"
17,подъездом  он  поприветствовал  сидящих на лавочке  бабушек.,18,Павел Кайский,"Сны наяву или ад, похожий на рай"
18,Просто  сказал:.,19,Павел Кайский,"Сны наяву или ад, похожий на рай"
19,"""Здравствуйте""  и все.",20,Павел Кайский,"Сны наяву или ад, похожий на рай"
20,"Не за  чем  все  эти ""добрый день и все  такое"".",21,Павел Кайский,"Сны наяву или ад, похожий на рай"
21,"Но и. произнес  приветствие  он  неторопливо-все  должно  быть  естественно,  даже.",22,Павел Кайский,"Сны наяву или ад, похожий на рай"
22,слишком естественно.,23,Павел Кайский,"Сны наяву или ад, похожий на рай"
23,"Пройди он чуть быстрее  и  поздоровайся  скороговоркой,.",24,Павел Кайский,"Сны наяву или ад, похожий на рай"
