,sentence,nmb_sent,author,title
0,.,1,Евгений Кукаркин,Смерть всегда движется рядом
1,.,2,Евгений Кукаркин,Смерть всегда движется рядом
2,.,3,Евгений Кукаркин,Смерть всегда движется рядом
3,* ЧАСТЬ ПЕРВАЯ.,4,Евгений Кукаркин,Смерть всегда движется рядом
4,ЗНОЙ ПУСТЫНИ.,5,Евгений Кукаркин,Смерть всегда движется рядом
5,.,6,Евгений Кукаркин,Смерть всегда движется рядом
6,.,7,Евгений Кукаркин,Смерть всегда движется рядом
7,Жара  изматывает все тело.,8,Евгений Кукаркин,Смерть всегда движется рядом
8,"Мы сидим в танке совсем раздетые, до трусов.. Бронь раскалена и притронутся к ней  практически  невозможно.",9,Евгений Кукаркин,Смерть всегда движется рядом
9,Пот  противно.,10,Евгений Кукаркин,Смерть всегда движется рядом
10,щиплет  глаза и обволакивает тело масляным блеском.,11,Евгений Кукаркин,Смерть всегда движется рядом
11,"Вентиляторы не помогают,.",12,Евгений Кукаркин,Смерть всегда движется рядом
12,горячий воздух пустыни всасывается внутрь  машины  и  тут  же  выталкивается.,13,Евгений Кукаркин,Смерть всегда движется рядом
13,"обратно..      - А  у  них  танки, говорят с холодильниками, - говорит мечтательно мой.",14,Евгений Кукаркин,Смерть всегда движется рядом
14,"башнер, красный как рак от жгучего солнца здоровенный парень..      - У них в  основном  немецкие  ""Леопарды"",  изготовлены  для  войны  на.",15,Евгений Кукаркин,Смерть всегда движется рядом
15,Севере.,16,Евгений Кукаркин,Смерть всегда движется рядом
16,"Они мучаются так же как и мы, - звучит снизу голос водителя..      - Не  думаю.",17,Евгений Кукаркин,Смерть всегда движется рядом
