,sentence,nmb_sent,author,title
0,.,1,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
1,.,2,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
2,Валерий Горбань.,3,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
3,Чемоданная история.,4,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
4,.,5,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
5,.,6,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
6,.,7,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
7,Хороший был чемодан у Ольги.,8,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
8,Просто классный.,9,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
9,"Вместительный, на  хитрых.",10,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
10,"колесиках, позволяющих катить  эту  громадину и  плашмя,  и  торцом,  и  как.",11,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
11,угодно.,12,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
12,Вот если бы он еще прыгать умел!.,13,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
13,Оля с  трудом  взгромоздила чемодан  на  площадку вагона.,14,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
14,"Отдышавшись,.",15,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
15,поднялась сама.,16,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
16,"Еще  две схватки с узкими дверьми тамбура и купе и, наконец,.",17,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
17,победное  заключение  кожаного  чудовища  в  темницу нижней  полки.,18,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
18,Пакет с. необходимыми в пути причиндалами скромно примостился возле столика в уголке..      В открытое окно купе ворвался страдальческий голос:.,19,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
