,sentence,nmb_sent,author,title
0,"-  Глава 1       - Луцкий, немедленно откройте!",1,Борис Акунин,Проблема 2000
1,Что  за  ребячество!,2,Борис Акунин,Проблема 2000
2,"-  жирным  голосом взывал из коридора Солодовников, председатель ссудно-кредитного товарищества ""Добрый самарянин"".",3,Борис Акунин,Проблема 2000
3,- Мы сломаем дверь!,4,Борис Акунин,Проблема 2000
4,"Ломайте, ваше степенство, усмехнулся  Константин  Львович,  стоя  перед высоким старинным зеркалом.",5,Борис Акунин,Проблема 2000
5,"Дверь дубовая, скоро не поддастся.",6,Борис Акунин,Проблема 2000
6,А до полуночи остается всего три минуты.,7,Борис Акунин,Проблема 2000
7,"Каких-то три минуты, и век закончится.",8,Борис Акунин,Проблема 2000
8,"Вместе  с ним закончится и отставной штабс-ротмистр Луцкий,  погубленный  страстями  и мамоной.",9,Борис Акунин,Проблема 2000
9,"Будь  проклят  тот  день  и  час,  когда  он,  любимец  московских репортеров, герой Абиссинской кампании, согласился  стать  управляющим  этой подлой купеческой лавочки.",10,Борис Акунин,Проблема 2000
10,"Польстился  на  жалованье,  трехэтажный  особняк, хороший выезд.",11,Борис Акунин,Проблема 2000
11,"Лучше бы  остался  в  полку  -  глядишь,  эскадроном  бы  уже командовал...      Увы, девятнадцатый век неумолимо отсчитывал свои последние секунды.",12,Борис Акунин,Проблема 2000
