,sentence,nmb_sent,author,title
0,.,1,Данил Корецкий,Задержание
1,.,2,Данил Корецкий,Задержание
2,.,3,Данил Корецкий,Задержание
3,.,4,Данил Корецкий,Задержание
4,Изд.,5,Данил Корецкий,Задержание
5,"Москва ""ЭКСМО-ПРЕСС"", 1998.",6,Данил Корецкий,Задержание
6,"OCR Палек & Alligator, 1998 г.. .",7,Данил Корецкий,Задержание
7,.,8,Данил Корецкий,Задержание
8,.,9,Данил Корецкий,Задержание
9,Глава первая.,10,Данил Корецкий,Задержание
10,.,11,Данил Корецкий,Задержание
11,"К  окраине  городские  огни  редели,  в  районе  аэропорта  от сплошной.",12,Данил Корецкий,Задержание
12,"электрической  россыпи оставались  отдельные, беспорядочно  разбросанные  на.",13,Данил Корецкий,Задержание
13,темном  фоне  светляки;   тем  отчетливей   выделялась  параллельная   курсу.,14,Данил Корецкий,Задержание
14,"взлетающих  самолетов  цепочка  ртутных  светильников над  Восточным  шоссе,.",15,Данил Корецкий,Задержание
15,которая   пронизывала  широкое  кольцо  зеленой  зоны   и  обрывалась  перед.,16,Данил Корецкий,Задержание
16,"традиционным жестяным плакатом ""Счастливого пути!",17,Данил Корецкий,Задержание
17,"""..      Здесь покидающие Тиходонск машины врубали дальний свет и на разрешенных.",18,Данил Корецкий,Задержание
18,"сорока  прокатывались мимо  стационарного поста  ГАИ,  чтобы,  оказавшись  в. черном  желобе  отороченной  лесополосами  трассы,   ввинтиться   наконец  с. привычной скоростью в упругий душный воздух..      Сейчас  высоко поднятая  над землей  стеклянная  будочка  пустовала.",19,Данил Корецкий,Задержание
