,sentence,nmb_sent,author,title
0,.,1,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
1,.,2,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
2,"Человек в штатском, но с военной выправкой диктует маши-нистке:.",3,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
3,--  Абзац.,4,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
4,При  таможенном  досмотре  сотрудник  Алымов   счел  нужным.,5,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
5,"произвести  рентгеноскопическую проверку картины  под названием ""Подпасок  с. огурцом""  кисти неизвестного  художника  начала века,  которая находилась  в. багаже вышеупомянутого иностранного туриста.",6,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
6,Точка.,7,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
7,"Абзац..      Рентгеновский снимок показал, что под картиной -- кавычки -- Подпасок с. огурцом --  кавычки  -- скрыта  другая картина  более раннего происхождения.. Точка.",8,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
8,"Согласно    заключению   вызванно-го   в   аэропорт   ""Шереметьево"".",9,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
9,"искусствоведа, консультанта Об-норского Ка Гэ, она подпадает под действующие.",10,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
10,"инструкции   о  запрещении  вывоза   за   границу  предметов,   составляющих.",11,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
11,худо-жественный и культурный фонд страны.,12,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
12,"Абзац..      Принимая во внимание, что  на  картину ""Подпасок с  огурцом"" предъявлен.",13,"Ольга Лаврова, Александр Лавров",Подпасок с огурцом
