,sentence,nmb_sent,author,title
0,.,1,Валерий Горбань,..
1,.,2,Валерий Горбань,..
2,Валерий Вениаминович Горбань.,3,Валерий Горбань,..
3,...И будем живы.,4,Валерий Горбань,..
4,.,5,Валерий Горбань,..
5,.,6,Валерий Горбань,..
6,.,7,Валерий Горбань,..
7,.,8,Валерий Горбань,..
8,.,9,Валерий Горбань,..
9,.,10,Валерий Горбань,..
10,От автора.,11,Валерий Горбань,..
11,.,12,Валерий Горбань,..
12,Дорогие друзья!.,13,Валерий Горбань,..
13,"Прежде  чем  вы  прочтете первые  строки этой книги, разрешите  сказать.",14,Валерий Горбань,..
14,"несколько слов, чтобы помочь сориентироваться в сюжете романа и в хронологии.",15,Валерий Горбань,..
15,"описываемых событий..      Эта  книга  - не только  для тех, кто носит  или  носил  погоны.",16,Валерий Горбань,..
16,Очень.,17,Валерий Горбань,..
17,"надеюсь, что роман затронет сердца людей, для которых Чечня - часть их жизни.",18,Валерий Горбань,..
18,и судьбы.,19,Валерий Горбань,..
19,"Но писать  я старался так, чтобы меня  поняли и те, кто  никогда в. жизни не брал в руки оружия, не воевал и не ждал домой тех, кто воюет..      '...И  БУДЕМ ЖИВЫ'  -  художественное  произведение.",20,Валерий Горбань,..
