,sentence,nmb_sent,author,title
0,.,1,Граков,"""Руссак"" (фрагмент)"
1,.,2,Граков,"""Руссак"" (фрагмент)"
2,OCR: Gray.,3,Граков,"""Руссак"" (фрагмент)"
3,.,4,Граков,"""Руссак"" (фрагмент)"
4,.,5,Граков,"""Руссак"" (фрагмент)"
5,Часть I.,6,Граков,"""Руссак"" (фрагмент)"
6,"""руссак"".",7,Граков,"""Руссак"" (фрагмент)"
7,.,8,Граков,"""Руссак"" (фрагмент)"
8,.,9,Граков,"""Руссак"" (фрагмент)"
9,"""Когда государство становится убийцей,.",10,Граков,"""Руссак"" (фрагмент)"
10,"оно называет себя Родиной""..      Фридрих Дюрренматг.",11,Граков,"""Руссак"" (фрагмент)"
11,.,12,Граков,"""Руссак"" (фрагмент)"
12,Глава 1. .,13,Граков,"""Руссак"" (фрагмент)"
13,АЙС.,14,Граков,"""Руссак"" (фрагмент)"
14,.,15,Граков,"""Руссак"" (фрагмент)"
15,Обычный  февральский день  славный город  Ростов-папа отмечал необычной.,16,Граков,"""Руссак"" (фрагмент)"
16,"людской  сутолокой  у  коммерческих палаток,  магазинов, магазинчиков  и  на.",17,Граков,"""Руссак"" (фрагмент)"
17,"""толчках""  - приближался ежегодно почитаемый мужской  праздник.",18,Граков,"""Руссак"" (фрагмент)"
18,В иные годы.,19,Граков,"""Руссак"" (фрагмент)"
19,"его называли просто - День Советской  Армии и  Военно-Морского Флота, теперь.",20,Граков,"""Руссак"" (фрагмент)"
20,"же Президент назвал еще проще - Днем защитника Отечества, дабы, наверное, не.",21,Граков,"""Руссак"" (фрагмент)"
21,"слишком  часто  склонять слово  ""армия"",  которое после событий в  Афгане  и. Карабахе начинало попахивать  не слишком приятно.",22,Граков,"""Руссак"" (фрагмент)"
