,sentence,nmb_sent,author,title
0,"       ""Из прежних моих поучений      вы могли вывести, что      мужчина - дурак; теперь вам известно,      что женщина - дьявольская дура""      Марк Твен      ""Письма с земли.",1,Чингиз Абдуллаев,Измена в имени Твоем
1,"Письмо восьмое""       Большинство фамилий названных здесь лиц изменены.",2,Чингиз Абдуллаев,Измена в имени Твоем
2,Почти все приведенные факты  соответствуют действительности.,3,Чингиз Абдуллаев,Измена в имени Твоем
3,"Автор приносит  извинения людям,  так или иначе изображенным в романе.",4,Чингиз Абдуллаев,Измена в имени Твоем
4,ВМЕСТО ВСТУПЛЕНИЯ       Повсюду царило ликование.,5,Чингиз Абдуллаев,Измена в имени Твоем
5,"Прорвавшие  Берлинскую стену люди  веселились прямо у  Берлинских ворот, столько  десятилетий  служивших символом  раздела немецкой  нации.",6,Чингиз Абдуллаев,Измена в имени Твоем
6,"Ненавистную Стену крушили, к восторгу собравшихся, прямо на глазах.",7,Чингиз Абдуллаев,Измена в имени Твоем
7,"Били  кирками, молотками,  просто руками.",8,Чингиз Абдуллаев,Измена в имени Твоем
8,"Молодые  парни  и девушки танцевали  на  Стене, размахивая  руками.",9,Чингиз Абдуллаев,Измена в имени Твоем
9,"В эту  ночь  два Берлина,  бывшие столько лет разными  городами, наконец,  объединились.",10,Чингиз Абдуллаев,Измена в имени Твоем
