,sentence,nmb_sent,author,title
0,.,1,Виктор Леденев,Вьетнамский коктейль
1,.,2,Виктор Леденев,Вьетнамский коктейль
2,.,3,Виктор Леденев,Вьетнамский коктейль
3,.,4,Виктор Леденев,Вьетнамский коктейль
4,"Все события, описанные в этой повести основаны на реальных фактах,.",5,Виктор Леденев,Вьетнамский коктейль
5,еще мало известных широкой публике даже  сегодня.,6,Виктор Леденев,Вьетнамский коктейль
6,Изменены имена действующих.,7,Виктор Леденев,Вьетнамский коктейль
7,лиц и некоторых  населенных пунктов.,8,Виктор Леденев,Вьетнамский коктейль
8,Всякая схожесть героев  повести с. реальными людьми является почти случайной..      (Автор).,9,Виктор Леденев,Вьетнамский коктейль
9,.,10,Виктор Леденев,Вьетнамский коктейль
10,.,11,Виктор Леденев,Вьетнамский коктейль
11,.,12,Виктор Леденев,Вьетнамский коктейль
12,"Четверг, с 6 до 8, Хадонг, пригород Ханоя.. .",13,Виктор Леденев,Вьетнамский коктейль
13,"Я проснулся  от мата, точнее от удивления.",14,Виктор Леденев,Вьетнамский коктейль
14,"Мало  того, что исполнитель.",15,Виктор Леденев,Вьетнамский коктейль
15,"монолога  был довольно визглив,  но, прежде  всего,  был полным дилетантом в. области  лексикона.",16,Виктор Леденев,Вьетнамский коктейль
16,"Ни  один  сапер, а тем более подрывник-диверсант не мог.",17,Виктор Леденев,Вьетнамский коктейль
17,быть так  примитивен и визглив одновременно.,18,Виктор Леденев,Вьетнамский коктейль
18,"Сапер  ругает бомбу или ракету,.",19,Виктор Леденев,Вьетнамский коктейль
