,sentence,nmb_sent,author,title
0,.,1,Valery Gorban,No one wanted to kill
1,.,2,Valery Gorban,No one wanted to kill
2,.,3,Valery Gorban,No one wanted to kill
3,.,4,Valery Gorban,No one wanted to kill
4,I would like to express my gratitude to Elena Tchirkova and Lawrence G.. Kelley for their assistance in translating my stories.,5,Valery Gorban,No one wanted to kill
5,.,6,Valery Gorban,No one wanted to kill
6,NO ONE WANTED TO KILL.,7,Valery Gorban,No one wanted to kill
7,.,8,Valery Gorban,No one wanted to kill
8,Around two hundred meters from the commandant's office an old woman and.,9,Valery Gorban,No one wanted to kill
9,a small girl walked  through  a wasteland scarred  with ditches and littered.,10,Valery Gorban,No one wanted to kill
10,with smashed  bricks.,11,Valery Gorban,No one wanted to kill
11,"The old  woman,  dressed  in  typically dark  village.",12,Valery Gorban,No one wanted to kill
12,"clothing, pushed a  wheelbarrow filled with rubble.",13,Valery Gorban,No one wanted to kill
13,"The  five year-old girl,.",14,Valery Gorban,No one wanted to kill
14,"who stood scarcely  taller  than  the  wheelbarrow  itself,  skipped merrily.",15,Valery Gorban,No one wanted to kill
15,alongside.,16,Valery Gorban,No one wanted to kill
16,She could hardly pass  by  a single flower that caught her fancy.,17,Valery Gorban,No one wanted to kill
