,sentence,nmb_sent,author,title
0,.,1,Татьяна Воловельская,Последний день Рамадана
1,.,2,Татьяна Воловельская,Последний день Рамадана
2,.,3,Татьяна Воловельская,Последний день Рамадана
3,.,4,Татьяна Воловельская,Последний день Рамадана
4,.,5,Татьяна Воловельская,Последний день Рамадана
5,.,6,Татьяна Воловельская,Последний день Рамадана
6,Азиз  принес  тухлый чай  и одним рывком вылил  все  ведро на пол.,7,Татьяна Воловельская,Последний день Рамадана
7,Мне.,8,Татьяна Воловельская,Последний день Рамадана
8,захотелось отвернуться  -  уж  больно  старательно  выполнял он  свои  новые.,9,Татьяна Воловельская,Последний день Рамадана
9,"обязанности..      Азиз, - вымученно  улыбнулся ему Сахид, - хабиби, знаешь, где находится.",10,Татьяна Воловельская,Последний день Рамадана
10,Малая Брейха?.,11,Татьяна Воловельская,Последний день Рамадана
11,Ана?,12,Татьяна Воловельская,Последний день Рамадана
12,"-  переспросил  мальчик  по-арабски,  беспомощно  крутя  головой.. Английский в местных школах почти не учат..      Да..      Нет.",13,Татьяна Воловельская,Последний день Рамадана
13,"То есть я не знать, господина, где Малая Брейха..      Черт с ним, сходи в Адун Алейла, достань нам папирос..      Мне стало неловко.",14,Татьяна Воловельская,Последний день Рамадана
14,"Азиз уже бегал в Адун раз пять - за питой, за мясом,.",15,Татьяна Воловельская,Последний день Рамадана
15,"за  финиками  и прочей снедью,  которая  лежала  за  рыжим  мешком  Сахида в. подвале... Я хотел намекнуть своему другу, что пора прекращать это форменное.",16,Татьяна Воловельская,Последний день Рамадана
