,sentence,nmb_sent,author,title
0,.,1,Евгений Кукаркин,Первый
1,.,2,Евгений Кукаркин,Первый
2,.,3,Евгений Кукаркин,Первый
3,Я  не верил своим глазам.,4,Евгений Кукаркин,Первый
4,"На ""Скайботах"" были опознавательные знаки ВВС.",5,Евгений Кукаркин,Первый
5,"Южного Вьетнама..      - Максимыч, - заорал я своему напарник, у  -  смотри,  никак  косые  на.",6,Евгений Кукаркин,Первый
6,"""боты"" пересели.",7,Евгений Кукаркин,Первый
7,Не пощупать ли нам их крылышки?.,8,Евгений Кукаркин,Первый
8,"- Давай, давай.",9,Евгений Кукаркин,Первый
9,"Щупай, щупай..      В микрофоны вместо Максимыча, залопотал голос с акцентом..      - Ах ты, сволочь..      - Сама сволочь..      Быстро бросив взгляд на приборы, замечаю, что горючего минут на 6.",10,Евгений Кукаркин,Первый
10,Была.,11,Евгений Кукаркин,Первый
11,не была.,12,Евгений Кукаркин,Первый
12,Вперед.,13,Евгений Кукаркин,Первый
13,Делаю  чуть  заметный поворот и сейчас же ливень огненных.,14,Евгений Кукаркин,Первый
14,"струй обрушился в мою сторону от ""Скайбота"".",15,Евгений Кукаркин,Первый
15,"Еще  доворот,  и  почувствовав.",16,Евгений Кукаркин,Первый
16,"кожей  что  пора,  нажимаю  на  гашетку.",17,Евгений Кукаркин,Первый
