,sentence,nmb_sent,author,title
0,.,1,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
1,.,2,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
2,"В  дежурной части Петровки, 38  комната  для сотрудников, выезжающих на.",3,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
3,"происшествия,  имеет  вид казенный,  но  в  ней  есть  все, что  дает  людям.",4,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
4,возможность прилечь  отдохнуть  или чем-то заняться между  выездами.,5,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
5,Дело к. вечеру.,6,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
6,"Знаменский и Томин скучают, Кибрит что-то вяжет на спицах..      -- Давненько мы  не  дежурили втроем, -- говорит Пал  Палыч, откладывая.",7,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
7,"газету..      -- Если  мне  не  изменяет  память, ровно  два  с половиной месяца,  --.",8,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
8,"доносится с дивана, где расположился Томин..      -- Тебе никогда не изменяет память, Шурик..      -- И чувство юмора, Зинуля, чувство юмора!.",9,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
9,"--  Ну,  сегодня  с десяти утра ты  пытался  шутить всего раза  три, не.",10,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
10,"больше..      --  Да  и  то  неудачно,  -- лениво  подковыривает  Знаменский.",11,"Ольга Лаврова, Александр Лавров","""Букет"" на приеме"
