,sentence,nmb_sent,author,title
0,.,1,Евгений Кукаркин,Эксперимент
1,.,2,Евгений Кукаркин,Эксперимент
2,.,3,Евгений Кукаркин,Эксперимент
3,ПРОЛОГ.,4,Евгений Кукаркин,Эксперимент
4,"Это не правильно, когда говорят, что профессию мы выбираем.",5,Евгений Кукаркин,Эксперимент
5,"Запомните,.",6,Евгений Кукаркин,Эксперимент
6,профессия  выбирает  нас.,7,Евгений Кукаркин,Эксперимент
7,"Одни  становятся  профессионалами,  другие  и  их.",8,Евгений Кукаркин,Эксперимент
8,"большинство, существуют до пенсии..      Мы родились в непонятное время.",9,Евгений Кукаркин,Эксперимент
9,Даже в  институт  поступить  не  можем.. Знаменитый Хрущевский указ рекомендовал нам пройти двух годичную практику на.,10,Евгений Кукаркин,Эксперимент
10,"заводе и после, даже с тройками, поступать в высшее учебное заведение..      Мой  друг,  Лешка,  побегав  по  ВУЗам,  предложил  мне все же подавать.",11,Евгений Кукаркин,Эксперимент
11,"документы, так как их везде берут и  не  отказывают.",12,Евгений Кукаркин,Эксперимент
12,"Мы  решили,  пойдем  в. Кораблестроительный институт и сдали туда документы..      Ехидный старичок, математик, положил свою тощую ручонку на разбросанные.",13,Евгений Кукаркин,Эксперимент
