,sentence,nmb_sent,author,title
0,.,1,Евгений Кукаркин,Депутат
1,.,2,Евгений Кукаркин,Депутат
2,.,3,Евгений Кукаркин,Депутат
3,* ЧАСТЬ ПЕРВАЯ КАНДИДАТ * .,4,Евгений Кукаркин,Депутат
4,- Ну так что мужики?,5,Евгений Кукаркин,Депутат
5,Начнем компанию  по  моим  выборам?,6,Евгений Кукаркин,Депутат
6,"-  сказал  я,.",7,Евгений Кукаркин,Депутат
7,выливая остатки из бутылки в стакан..      - Попробуем...  Конечно!,8,Евгений Кукаркин,Депутат
8,"- нестройно загалдели мужики, прикладываясь к. разбитым и грязным пивным кружкам или пол литровым баночкам  с  отгрызенными.",9,Евгений Кукаркин,Депутат
9,"краями, наполненными мутно-коричневой жидкостью..      Меня  уже  как  месяц  выперли  с  работы.",10,Евгений Кукаркин,Депутат
10,"Формулировка, ""по сокращению.",11,Евгений Кукаркин,Депутат
11,"штатов"", повисла надо мной, как дамоклов меч.",12,Евгений Кукаркин,Депутат
12,Ни одна приличная  организация.,13,Евгений Кукаркин,Депутат
13,не  берет  меня  с  такой формулировкой.,14,Евгений Кукаркин,Депутат
14,"Везде требуются строители, работяги.",15,Евгений Кукаркин,Депутат
15,"технических специальностей, просто работяги, а инженеры по оптике  почему-то.",16,Евгений Кукаркин,Депутат
16,не нужны.,17,Евгений Кукаркин,Депутат
17,"Пошатавшись по пивным и кабачкам, я пришел к выводу, что пора идти.",18,Евгений Кукаркин,Депутат
