,sentence,nmb_sent,author,title
0,.,1,Евгений Кукаркин,Во всем виноват Мишка
1,.,2,Евгений Кукаркин,Во всем виноват Мишка
2,.,3,Евгений Кукаркин,Во всем виноват Мишка
3,ПРОЛОГ.,4,Евгений Кукаркин,Во всем виноват Мишка
4,"Во всем виноват Мишка..      Даже сейчас сидя под следствием, я все больше убеждаюсь,  что  во  всем.",5,Евгений Кукаркин,Во всем виноват Мишка
5,виноват он..      - Вам  знакома  эта  монета?,6,Евгений Кукаркин,Во всем виноват Мишка
6,- спрашивает сидящий напротив толстолицый.,7,Евгений Кукаркин,Во всем виноват Мишка
7,очкарик..      Это мой следователь..      Я беру монету в руки и ощущаю ее парящую легкость.,8,Евгений Кукаркин,Во всем виноват Мишка
8,"Так вот она где, моя.",9,Евгений Кукаркин,Во всем виноват Мишка
9,третья монета.,10,Евгений Кукаркин,Во всем виноват Мишка
10,"Мерзавец Мишка уверял меня, что его  избили,  а  все  монеты,.",11,Евгений Кукаркин,Во всем виноват Мишка
11,"которые я ему передал, отняли.",12,Евгений Кукаркин,Во всем виноват Мишка
12,"Он просто, две монеты отдал в органы..      - Да..      - Кто вам заказал их?.",13,Евгений Кукаркин,Во всем виноват Мишка
13,"- Мишка, Мишка Симаков..      - Симаков  утверждает  обратное.",14,Евгений Кукаркин,Во всем виноват Мишка
14,"Вы сами, для неизвестных целей сделали.",15,Евгений Кукаркин,Во всем виноват Мишка
