,sentence,nmb_sent,author,title
0,.,1,Евгений Кукаркин,Бизерта-X
1,.,2,Евгений Кукаркин,Бизерта-X
2,Посвящается Виктору К. неудачливому удачнику.. .,3,Евгений Кукаркин,Бизерта-X
3,.,4,Евгений Кукаркин,Бизерта-X
4,Тунис называют африканскими воротами в Средиземное море.,5,Евгений Кукаркин,Бизерта-X
5,В  отличие.,6,Евгений Кукаркин,Бизерта-X
6,"от других стран Африки, побережье Туниса имеет хорошие, естественные гавани,.",7,Евгений Кукаркин,Бизерта-X
7,что   позволяет   связывать   западную   Сахару  и  приатлантические  районы.,8,Евгений Кукаркин,Бизерта-X
8,Тропической Африки с Ближним Востоком и Европой.. .,9,Евгений Кукаркин,Бизерта-X
9,Страны и народы.,10,Евгений Кукаркин,Бизерта-X
10,т.7.,11,Евгений Кукаркин,Бизерта-X
11,Москва.,12,Евгений Кукаркин,Бизерта-X
12,"""Мысль"" 82 г. ст.230.",13,Евгений Кукаркин,Бизерта-X
13,.,14,Евгений Кукаркин,Бизерта-X
14,.,15,Евгений Кукаркин,Бизерта-X
15,.,16,Евгений Кукаркин,Бизерта-X
16,Касатки.,17,Евгений Кукаркин,Бизерта-X
17,.,18,Евгений Кукаркин,Бизерта-X
18,.,19,Евгений Кукаркин,Бизерта-X
19,Касатки вели себя неправильно.,20,Евгений Кукаркин,Бизерта-X
20,"Уже год плавая в Средиземном море, я  ни.",21,Евгений Кукаркин,Бизерта-X
21,разу  не  видел  их  в  таком возбужденном состоянии.,22,Евгений Кукаркин,Бизерта-X
22,"Обычно мы встречались,.",23,Евгений Кукаркин,Бизерта-X
23,"подготавливались к стычке и мирно расходились..      То ли им не нравились наши прорезиненные костюмы, то  ли  их  отпугивал.",24,Евгений Кукаркин,Бизерта-X
