,sentence,nmb_sent,author,title
0,   ПРОЛОГ        Август.,1,Евгений Кукаркин,Я - кукла
1,Россия.,2,Евгений Кукаркин,Я - кукла
2,"- Ты поедешь на встречу не один, а с Лилией.",3,Евгений Кукаркин,Я - кукла
3,- сказал мне шеф.,4,Евгений Кукаркин,Я - кукла
4,"Лилия - новая  секретарша  шефа,  работает  третий  месяц.",5,Евгений Кукаркин,Я - кукла
5,"Крепкая,  с соблазнительными   формами   девица,   где-   то   двадцати   шести  лет,  с привлекательным  лицом  и  дурацкой  челкой,  наброшенной  на  глаза.",6,Евгений Кукаркин,Я - кукла
6,"Самое выразительное,  это  ее  длинные, пушистые ресницы.",7,Евгений Кукаркин,Я - кукла
7,"Сейчас ее глаза прикрыты ими, но я  знаю-  она  настороженно  смотрит  на  меня,  ожидая  реакции  на сообщение шефа.",8,Евгений Кукаркин,Я - кукла
8,- Зачем с ней?,9,Евгений Кукаркин,Я - кукла
9,- Ее задача- познакомить тебя с ними и обеспечить твое прикрытие.,10,Евгений Кукаркин,Я - кукла
10,"- Хорошие у нее знакомые, - и я вижу, как дрогнули ресницы Лилии.",11,Евгений Кукаркин,Я - кукла
11,"Я знаю, она здесь боится только меня.",12,Евгений Кукаркин,Я - кукла
