,sentence,nmb_sent,author,title
0,.,1,Андрей Маркович Левин,Желтый дракон Цзяо
1,.,2,Андрей Маркович Левин,Желтый дракон Цзяо
2,.,3,Андрей Маркович Левин,Желтый дракон Цзяо
3,.,4,Андрей Маркович Левин,Желтый дракон Цзяо
4,Пролог.,5,Андрей Маркович Левин,Желтый дракон Цзяо
5,Клятва в монастыре.,6,Андрей Маркович Левин,Желтый дракон Цзяо
6,За   невысокой  каменной   оградой   Шаолинского  монастыря  прозвучало.,7,Андрей Маркович Левин,Желтый дракон Цзяо
7,несколько гулких ударов в колокол.,8,Андрей Маркович Левин,Желтый дракон Цзяо
8,"Тягучий, вязкий звон на мгновение повис в. воздухе.",9,Андрей Маркович Левин,Желтый дракон Цзяо
9,"Потом он медленно поплыл через  монастырские стены, ивовую  рощицу,.",10,Андрей Маркович Левин,Желтый дракон Цзяо
10,"которая  начиналась   сразу  же   за  ними,  через  террасы  рисовых  полей,.",11,Андрей Маркович Левин,Желтый дракон Цзяо
11,"гигантскими  ступенями сбегавших со склонов  гор,  и утонул  в сочно-зеленом.",12,Андрей Маркович Левин,Желтый дракон Цзяо
12,бархате растительности где-то у вершин..      Время вечерней трапезы и службы уже прошло.,13,Андрей Маркович Левин,Желтый дракон Цзяо
13,"Поэтому монахи, направляясь.",14,Андрей Маркович Левин,Желтый дракон Цзяо
14,"группами из  своих келий в молельню, вполголоса спрашивали друг у друга, что.",15,Андрей Маркович Левин,Желтый дракон Цзяо
15,мог означать сей неожиданный призыв..      Через  несколько минут двор  опустел.,16,Андрей Маркович Левин,Желтый дракон Цзяо
