,sentence,nmb_sent,author,title
0,.,1,Евгений Кукаркин,Горечь победы
1,.,2,Евгений Кукаркин,Горечь победы
2,.,3,Евгений Кукаркин,Горечь победы
3,Наконец-то  мы  прибыли  в  Малакку.,4,Евгений Кукаркин,Горечь победы
4,"Напряжение перехода сразу спало и. матросы загомонили,  пытаясь  правдами  и  неправдами  выбраться  на  палубу.",5,Евгений Кукаркин,Горечь победы
5,посмотреть  на незнакомый город-порт.,6,Евгений Кукаркин,Горечь победы
6,Я привел себя в порядок и отправился в. город  на   представление   командующему   объединенными   силами   адмиралу.,7,Евгений Кукаркин,Горечь победы
7,Макрейзеру..      Мне  быстро  подсказали  куда проехать.,8,Евгений Кукаркин,Горечь победы
8,Здание штаба ВМОС находилось на.,9,Евгений Кукаркин,Горечь победы
9,"горе, откуда весь город был как на ладони.. .",10,Евгений Кукаркин,Горечь победы
10,Адмирал встретил тепло и непринужденно..      - Хотите что-нибудь горяченькое.,11,Евгений Кукаркин,Горечь победы
11,У меня есть отличный кофе.,12,Евгений Кукаркин,Горечь победы
12,"Сам  жарил,.",13,Евгений Кукаркин,Горечь победы
13,"сам и варил..      - Спасибо, господин адмирал.",14,Евгений Кукаркин,Горечь победы
14,Не надо.,15,Евгений Кукаркин,Горечь победы
15,"Уж больно очень жарко..      - Давно   ждем  вас,  господин  капитан  третьего  ранга.",16,Евгений Кукаркин,Горечь победы
