,sentence,nmb_sent,author,title
0,-.,1,Георгий Вайнер,Бес в ребро
1,.,2,Георгий Вайнер,Бес в ребро
2,Мой муж  знает все.,3,Георгий Вайнер,Бес в ребро
3,"Фигурально выражаясь,  конечно.",4,Георгий Вайнер,Бес в ребро
4,"Наверное, никто не.",5,Георгий Вайнер,Бес в ребро
5,знает  всего.,6,Георгий Вайнер,Бес в ребро
6,Но объем сведений средней  энциклопедии  рационально и надежно.,7,Георгий Вайнер,Бес в ребро
7,"размещен  в  его  голове  -  суховатой,  ладно  посаженной,  всегда  красиво.",8,Георгий Вайнер,Бес в ребро
8,подстриженной и причесанной.,9,Георгий Вайнер,Бес в ребро
9,"Этих сведений  у него,  наверное,  чуть меньше,.",10,Георгий Вайнер,Бес в ребро
10,"чем  в Большой энциклопедии,  но уж наверняка  больше, чем  в  Малой.",11,Георгий Вайнер,Бес в ребро
11,И  это.,12,Георгий Вайнер,Бес в ребро
12,совсем   неплохо   -   держать   в   голове   средний   универсальный   свод.,13,Георгий Вайнер,Бес в ребро
13,"систематизированных знаний..      Будь у меня больше времени, любознательности  и ума, я бы за пятнадцать.",14,Георгий Вайнер,Бес в ребро
14,"лет,  прожитых  совместно  с  Витечкой, сама  успела  стать энциклопедически.",15,Георгий Вайнер,Бес в ребро
15,"сведущей девушкой - легко, естественно, необременительно, как обучаются люди.",16,Георгий Вайнер,Бес в ребро
