,sentence,nmb_sent,author,title
0,        Первым их увидел Боря.,1,Евгений Кукаркин,Трудно быть героем
1,"- Комета, комета, я их вижу, они левее.",2,Евгений Кукаркин,Трудно быть героем
2,Комета.,3,Евгений Кукаркин,Трудно быть героем
3,- это наши позывные.,4,Евгений Кукаркин,Трудно быть героем
4,"Я летчик, Миша- оператор, летим  на  своем МИ-28  за  Борей, выдерживая дистанцию, метров триста.",5,Евгений Кукаркин,Трудно быть героем
5,"Я смотрю влево и вижу колонну грузовиков, пылящих по этой сухой без лесистой местности.",6,Евгений Кукаркин,Трудно быть героем
6,"- Мы их тоже видим, - отвечает мой напарник по внутренней связи      - Комета, я с головы, не давай им разбежаться.",7,Евгений Кукаркин,Трудно быть героем
7,Сепаратисты уже остановили колонну и начали  расползаться  от  машин  в разные  стороны.,8,Евгений Кукаркин,Трудно быть героем
8,За вертолетом Бори выпрыгивают белые хвосты противоракетной приманки.,9,Евгений Кукаркин,Трудно быть героем
9,"По нашим сведениям, проклятые ""стингеры"", уже закуплены  дудаевцам и  не  дай бог, если какой-нибудь придурок влепит эту пакость в наши машины.",10,Евгений Кукаркин,Трудно быть героем
