,sentence,nmb_sent,author,title
0,.,1,Андрей Евпланов,Змеюка на груди
1,(повесть).,2,Андрей Евпланов,Змеюка на груди
2,.,3,Андрей Евпланов,Змеюка на груди
3,К сорока пяти годам  Фима Блюм успел повидать много хорошего и плохого:.,4,Андрей Евпланов,Змеюка на груди
4,"окончить  ветеринарный  техникум,   отслужить   в  армии,  пережить   смерть.",5,Андрей Евпланов,Змеюка на груди
5,"родителей,  окончить  юрфак  МГУ, поработать  участковым инспектором, побыть.",6,Андрей Евпланов,Змеюка на груди
6,"совладельцем рекламно-издательского  дома  ""Юнион"", заработать кучу денег на.",7,Андрей Евпланов,Змеюка на груди
7,брошюрах по половому воспитанию школьников и в одночасье оказаться банкротом.,8,Андрей Евпланов,Змеюка на груди
8,без гроша на пропитание.,9,Андрей Евпланов,Змеюка на груди
9,"В общем, бросало его по жизни,  как лодку  в бурном.",10,Андрей Евпланов,Змеюка на груди
10,"море, и все из-за того, что он не мог просто сказать людям ""нет""..      Взять хотя бы ветеринарный техникум... Туда он поступил, потому что так.",11,Андрей Евпланов,Змеюка на груди
11,"хотела мама,  у которой были кошки.",12,Андрей Евпланов,Змеюка на груди
