,sentence,nmb_sent,author,title
0,  Валерий Горбань.,1,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
1,Чемоданная история         Хороший был чемодан у Ольги.,2,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
2,Просто классный.,3,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
3,"Вместительный, на  хитрых колесиках, позволяющих катить  эту  громадину и  плашмя,  и  торцом,  и  как угодно.",4,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
4,Вот если бы он еще прыгать умел!,5,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
5,Оля с  трудом  взгромоздила чемодан  на  площадку вагона.,6,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
6,"Отдышавшись, поднялась сама.",7,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
7,"Еще  две схватки с узкими дверьми тамбура и купе и, наконец, победное  заключение  кожаного  чудовища  в  темницу нижней  полки.",8,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
8,Пакет с необходимыми в пути причиндалами скромно примостился возле столика в уголке.,9,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
9,В открытое окно купе ворвался страдальческий голос:      - Я тебя еле нашла!,10,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
10,"Ну,  Лерка!",11,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
11,"Ведь  договаривались  на  три  часа  ровно,  чтобы  успеть поболтать до отхода поезда.",12,Валерий Горбань,"Рассказы из сборника ""Сыск вечен"""
